Column,Código,Carpeta,Expediente,Tipo documental,Título,Descripción,Autor,Fecha inicial,Fecha final,B/N o Color,Dimensiones,Observaciones,publicable,Número de imágenes,Personajes,img,Column2,Column3,Formato,ruta_doc,doc_existe,ruta_alta,alta_existe,ruta_media,media_existe,archivos_media,ruta_baja,baja_existe,ruta_mini,mini_existe,urls
615,HD_CP01_EXP24_NEG01_FOT02,CP01,EXP24,Negativo,,"Fotografía de la boda de Clara Inés Salamanca, sobrina de Hernán Díaz. Los invitados posan ante la cámara en una terraza junto a la pareja.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT02/MEDIA/HD_CP01_EXP24_NEG01_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG01_FOT02.jpg
616,HD_CP01_EXP24_NEG01_FOT03,CP01,EXP24,Negativo,,"Fotografía de la boda de Clara Inés Salamanca, sobrina de Hernán Díaz. Los invitados posan ante la cámara en una terraza junto a la pareja.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT03/MEDIA/HD_CP01_EXP24_NEG01_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG01_FOT03.jpg
617,HD_CP01_EXP24_NEG01_FOT04,CP01,EXP24,Negativo,,"Fotografía de la boda de Clara Inés Salamanca, sobrina de Hernán Díaz. Los invitados posan ante la cámara en una terraza junto a la pareja.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT04/MEDIA/HD_CP01_EXP24_NEG01_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG01_FOT04.jpg
618,HD_CP01_EXP24_NEG01_FOT05,CP01,EXP24,Negativo,,"Fotografía de la boda de Clara Inés Salamanca, sobrina de Hernán Díaz. Los invitados posan ante la cámara en una terraza junto a la pareja.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT05/MEDIA/HD_CP01_EXP24_NEG01_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG01_FOT05.jpg
619,HD_CP01_EXP24_NEG01_FOT06,CP01,EXP24,Negativo,,"Fotografía de la boda de Clara Inés Salamanca, sobrina de Hernán Díaz. Los invitados posan ante la cámara en una terraza. En esta ocasión no sale la pareja, pero María Rosario Salamanca sale de cuarta, de izquierda a derecha.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT06/MEDIA/HD_CP01_EXP24_NEG01_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG01/HD_CP01_EXP24_NEG01_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG01_FOT06.jpg
620,HD_CP01_EXP24_NEG02_FOT01,CP01,EXP24,Negativo,,"Fotografía de la boda de Clara Inés Salamanca, sobrina de Hernán Díaz. Los invitados posan ante la cámara en una terraza junto a la pareja.",,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT01/MEDIA/HD_CP01_EXP24_NEG02_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG02_FOT01.jpg
621,HD_CP01_EXP24_NEG02_FOT02,CP01,EXP24,Negativo,,"Fotografía de la boda de Clara Inés Salamanca, sobrina de Hernán Díaz. Los invitados posan ante la cámara en una terraza junto a la pareja.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT02/MEDIA/HD_CP01_EXP24_NEG02_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG02_FOT02.jpg
622,HD_CP01_EXP24_NEG02_FOT03,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. Los invitados posan ante la cámara en una sala. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT03/MEDIA/HD_CP01_EXP24_NEG02_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG02_FOT03.jpg
623,HD_CP01_EXP24_NEG02_FOT04,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. Los invitados posan ante la cámara en una sala. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT04/MEDIA/HD_CP01_EXP24_NEG02_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG02_FOT04.jpg
624,HD_CP01_EXP24_NEG02_FOT05,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. Los invitados posan ante la cámara en una sala. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT05/MEDIA/HD_CP01_EXP24_NEG02_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG02_FOT05.jpg
625,HD_CP01_EXP24_NEG02_FOT06,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. Los invitados posan ante la cámara en una sala. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT06/MEDIA/HD_CP01_EXP24_NEG02_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG02/HD_CP01_EXP24_NEG02_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG02_FOT06.jpg
626,HD_CP01_EXP24_NEG03_FOT01,CP01,EXP24,Negativo,,"Fotografía de la boda de una de las sobrinas de Hernán Díaz. En está ocasión es una fotografía de una pareja. El señor de la izquierda está mirando a su pareja, mientras ella se ríe mirando a la cámara una carcajada.",Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT01/MEDIA/HD_CP01_EXP24_NEG03_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG03_FOT01.jpg
627,HD_CP01_EXP24_NEG03_FOT02,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. En está ocasión es una fotografía de una pareja que se encuentra sonriente. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT02/MEDIA/HD_CP01_EXP24_NEG03_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG03_FOT02.jpg
628,HD_CP01_EXP24_NEG03_FOT03,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. En está ocasión se retrata a una mujer sentada en un sofá. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT03/MEDIA/HD_CP01_EXP24_NEG03_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG03_FOT03.jpg
629,HD_CP01_EXP24_NEG03_FOT04,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. En está ocasión se retrata a una mujer sentada en un sofá. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT04/MEDIA/HD_CP01_EXP24_NEG03_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG03_FOT04.jpg
630,HD_CP01_EXP24_NEG03_FOT05,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. En está ocasión se retrata a una mujer sentada en un sofá. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT05/MEDIA/HD_CP01_EXP24_NEG03_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG03_FOT05.jpg
631,HD_CP01_EXP24_NEG03_FOT06,CP01,EXP24,Negativo,,Fotografía de la boda de una de las sobrinas de Hernán Díaz. En está ocasión se retrata a una mujer sentada en un sofá. ,Desconocido,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT06/MEDIA/HD_CP01_EXP24_NEG03_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP24/HD_CP01_EXP24_NEG03/HD_CP01_EXP24_NEG03_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP24_NEG03_FOT06.jpg
